Paper DOI,Author Names
10.1109/tvcg.2023.3243676,Zekai Shao
10.1109/tvcg.2023.3243676,Shuran Sun
10.1109/tvcg.2023.3243676,Yuheng Zhao
10.1109/tvcg.2023.3243676,Siyuan Wang
10.1109/tvcg.2023.3243676,Zhongyu Wei
10.1109/tvcg.2023.3243676,Tao Gui
10.1109/tvcg.2023.3243676,Cagatay Turkay
10.1109/tvcg.2023.3243676,Siming Chen
10.1109/tvcg.2023.3262039,Dong-Yi Wu
10.1109/tvcg.2023.3262039,Thi-Ngoc-Hanh Le
10.1109/tvcg.2023.3262039,Sheng-Yi Yao
10.1109/tvcg.2023.3262039,Yun-Chen Lin
10.1109/tvcg.2023.3262039,Tong-Yee Lee
10.1109/tvcg.2023.3256376,Salman Mahmood
10.1109/tvcg.2023.3256376,Klaus Mueller
10.1109/tvcg.2023.3292391,Liudas Panavas
10.1109/tvcg.2023.3292391,Tarik Crnovrsanin
10.1109/tvcg.2023.3292391,Jane Lydia Adams
10.1109/tvcg.2023.3292391,Jonathan Ullman
10.1109/tvcg.2023.3292391,Ali Sargavad
10.1109/tvcg.2023.3292391,Melanie Tory
10.1109/tvcg.2023.3292391,Cody Dunne
10.1109/tvcg.2022.3230445,Julio Rey Ramirez
10.1109/tvcg.2022.3230445,Peter Rautek
10.1109/tvcg.2022.3230445,Ciril Bohak
10.1109/tvcg.2022.3230445,Ondřej Strnad
10.1109/tvcg.2022.3230445,Zheyuan Zhang
10.1109/tvcg.2022.3230445,Sai Li
10.1109/tvcg.2022.3230445,Ivan Viola
10.1109/tvcg.2022.3230445,Wolfgang Heidrich
10.1109/tvcg.2021.3119212,Vaishali Dhanoa
10.1109/tvcg.2021.3119212,Conny Walchshofer
10.1109/tvcg.2021.3119212,Andreas P. Hinterreiter
10.1109/tvcg.2021.3119212,Eduard Gröller
10.1109/tvcg.2021.3119212,Marc Streit
10.1109/tvcg.2023.3240356,Wei Zeng
10.1109/tvcg.2023.3240356,Xi Chen
10.1109/tvcg.2023.3240356,Yihan Hou
10.1109/tvcg.2023.3240356,Lingdan Shao
10.1109/tvcg.2023.3240356,Zhe Chu
10.1109/tvcg.2023.3240356,Remco Chang
10.1109/tvcg.2023.3259341,Ashley Suh
10.1109/tvcg.2023.3259341,Gabriel Appleby
10.1109/tvcg.2023.3259341,Erik W. Anderson
10.1109/tvcg.2023.3259341,Luca Finelli
10.1109/tvcg.2023.3259341,Remco Chang
10.1109/tvcg.2023.3259341,Dylan Cashman
10.1109/tvcg.2023.3282364,Astrid van den Brandt
10.1109/tvcg.2023.3282364,Eef M. Jonkheer
10.1109/tvcg.2023.3282364,Dirk-Jan M. van Workum
10.1109/tvcg.2023.3282364,Huub van de Wetering
10.1109/tvcg.2023.3282364,Sandra Smit
10.1109/tvcg.2023.3282364,Anna Vilanova
10.1109/tvcg.2023.3288356,Frederik L. Dennig
10.1109/tvcg.2023.3288356,Matthias Miller
10.1109/tvcg.2023.3288356,Daniel A. Keim
10.1109/tvcg.2023.3288356,Mennatallah El-Assady
10.1109/tvcg.2021.3099002,Aoyu Wu
10.1109/tvcg.2021.3099002,Yun Wang 0012
10.1109/tvcg.2021.3099002,Xinhuan Shu
10.1109/tvcg.2021.3099002,Dominik Moritz
10.1109/tvcg.2021.3099002,Weiwei Cui
10.1109/tvcg.2021.3099002,Haidong Zhang
10.1109/tvcg.2021.3099002,Dongmei Zhang 0001
10.1109/tvcg.2021.3099002,Huamin Qu
10.1109/tvcg.2021.3100413,Yi Guo
10.1109/tvcg.2021.3100413,Shunan Guo
10.1109/tvcg.2021.3100413,Zhuochen Jin
10.1109/tvcg.2021.3100413,Smiti Kaul
10.1109/tvcg.2021.3100413,David Gotz
10.1109/tvcg.2021.3100413,Nan Cao 0001
10.1109/tvcg.2021.3106142,Qianwen Wang
10.1109/tvcg.2021.3106142,Zhutian Chen
10.1109/tvcg.2021.3106142,Yong Wang 0021
10.1109/tvcg.2021.3106142,Huamin Qu
10.1109/tvcg.2022.3157058,Philipp Fleck
10.1109/tvcg.2022.3157058,Aimée Sousa Calepso
10.1109/tvcg.2022.3157058,Sebastian Hubenschmid
10.1109/tvcg.2022.3157058,Michael Sedlmair
10.1109/tvcg.2022.3157058,Dieter Schmalstieg
10.1109/tvcg.2022.3184186,Zhen Li 0044
10.1109/tvcg.2022.3184186,Xiting Wang
10.1109/tvcg.2022.3184186,Weikai Yang
10.1109/tvcg.2022.3184186,Jing Wu 0004
10.1109/tvcg.2022.3184186,Zhengyan Zhang
10.1109/tvcg.2022.3184186,Zhiyuan Liu 0001
10.1109/tvcg.2022.3184186,Maosong Sun 0001
10.1109/tvcg.2022.3184186,Hui Zhang 0013
10.1109/tvcg.2022.3184186,Shixia Liu
10.1109/tvcg.2021.3098240,Ghulam Jilani Quadri
10.1109/tvcg.2021.3098240,Paul Rosen 0001
10.1109/tvcg.2021.3133511,Tica Lin
10.1109/tvcg.2021.3133511,Yalong Yang 0001
10.1109/tvcg.2021.3133511,Johanna Beyer
10.1109/tvcg.2021.3133511,Hanspeter Pfister
10.1109/tvcg.2022.3165385,Chuang Yang
10.1109/tvcg.2022.3165385,Zhiwen Zhang
10.1109/tvcg.2022.3165385,Zipei Fan
10.1109/tvcg.2022.3165385,Renhe Jiang
10.1109/tvcg.2022.3165385,Quanjun Chen
10.1109/tvcg.2022.3165385,Xuan Song 0001
10.1109/tvcg.2022.3165385,Ryosuke Shibasaki
10.1109/tvcg.2022.3197203,Jun Han 0010
10.1109/tvcg.2022.3197203,Chaoli Wang 0001
10.1109/tvcg.2022.3155440,Dazhen Deng
10.1109/tvcg.2022.3155440,Yihong Wu 0003
10.1109/tvcg.2022.3155440,Xinhuan Shu
10.1109/tvcg.2022.3155440,Jiang Wu
10.1109/tvcg.2022.3155440,Siwei Fu
10.1109/tvcg.2022.3155440,Weiwei Cui
10.1109/tvcg.2022.3155440,Yingcai Wu
10.1109/tvcg.2022.3148107,Zhihua Jin
10.1109/tvcg.2022.3148107,Yong Wang 0021
10.1109/tvcg.2022.3148107,Qianwen Wang
10.1109/tvcg.2022.3148107,Yao Ming
10.1109/tvcg.2022.3148107,Tengfei Ma 0001
10.1109/tvcg.2022.3148107,Huamin Qu
10.1109/tvcg.2022.3141040,Angelos Chatzimparmpas
10.1109/tvcg.2022.3141040,Rafael Messias Martins
10.1109/tvcg.2022.3141040,Kostiantyn Kucher
10.1109/tvcg.2022.3141040,Andreas Kerren
10.1109/tvcg.2021.3116656,Junyoung Choi
10.1109/tvcg.2021.3116656,Sang-Eun Lee
10.1109/tvcg.2021.3116656,YeIn Lee
10.1109/tvcg.2021.3116656,Eunji Cho
10.1109/tvcg.2021.3116656,Sunghoe Chang
10.1109/tvcg.2021.3116656,Won-Ki Jeong
10.1109/tvcg.2021.3130670,David Kouril
10.1109/tvcg.2021.3130670,Ondrej Strnad
10.1109/tvcg.2021.3130670,Peter Mindek
10.1109/tvcg.2021.3130670,Sarkis Halladjian
10.1109/tvcg.2021.3130670,Tobias Isenberg 0001
10.1109/tvcg.2021.3130670,M. Eduard Gröller
10.1109/tvcg.2021.3130670,Ivan Viola
10.1109/tvcg.2022.3182488,Weikai Yang
10.1109/tvcg.2022.3182488,Xi Ye
10.1109/tvcg.2022.3182488,Xingxing Zhang
10.1109/tvcg.2022.3182488,Lanxi Xiao
10.1109/tvcg.2022.3182488,Jiazhi Xia
10.1109/tvcg.2022.3182488,Zhongyuan Wang 0006
10.1109/tvcg.2022.3182488,Jun Zhu 0001
10.1109/tvcg.2022.3182488,Hanspeter Pfister
10.1109/tvcg.2022.3182488,Shixia Liu
10.1109/tvcg.2022.3201101,Junhong Wang
10.1109/tvcg.2022.3201101,Yun Li
10.1109/tvcg.2022.3201101,Zhaoyu Zhou
10.1109/tvcg.2022.3201101,Chengshun Wang
10.1109/tvcg.2022.3201101,Yijie Hou
10.1109/tvcg.2022.3201101,Li Zhang 0040
10.1109/tvcg.2022.3201101,Xiangyang Xue
10.1109/tvcg.2022.3201101,Michael Kamp
10.1109/tvcg.2022.3201101,Xiaolong Luke Zhang
10.1109/tvcg.2022.3201101,Siming Chen 0001
10.1109/tvcg.2021.3138933,Changjian Chen
10.1109/tvcg.2021.3138933,Jing Wu 0004
10.1109/tvcg.2021.3138933,Xiaohan Wang
10.1109/tvcg.2021.3138933,Shouxing Xiang
10.1109/tvcg.2021.3138933,Song-Hai Zhang
10.1109/tvcg.2021.3138933,Qifeng Tang
10.1109/tvcg.2021.3138933,Shixia Liu
10.1109/tvcg.2021.3109460,Parmida Ghahremani
10.1109/tvcg.2021.3109460,Saeed Boorboor
10.1109/tvcg.2021.3109460,Pooya Mirhosseini
10.1109/tvcg.2021.3109460,Chetan Gudisagar
10.1109/tvcg.2021.3109460,Mala Ananth 0001
10.1109/tvcg.2021.3109460,David Talmage
10.1109/tvcg.2021.3109460,Lorna W. Role
10.1109/tvcg.2021.3109460,Arie E. Kaufman
10.1109/tvcg.2022.3146806,Dennis Collaris
10.1109/tvcg.2022.3146806,Jarke J. van Wijk
10.1109/tvcg.2021.3106328,David Kuták
10.1109/tvcg.2021.3106328,Matias Nicolás Selzer
10.1109/tvcg.2021.3106328,Jan Byska
10.1109/tvcg.2021.3106328,Maria Luján Ganuza
10.1109/tvcg.2021.3106328,Ivan Barisic
10.1109/tvcg.2021.3106328,Barbora Kozlíková
10.1109/tvcg.2021.3106328,Haichao Miao
10.1109/tvcg.2022.3156760,Klaus Eckelt
10.1109/tvcg.2022.3156760,Andreas P. Hinterreiter
10.1109/tvcg.2022.3156760,Patrick Adelberger
10.1109/tvcg.2022.3156760,Conny Walchshofer
10.1109/tvcg.2022.3156760,Vaishali Dhanoa
10.1109/tvcg.2022.3156760,Christina Humer
10.1109/tvcg.2022.3156760,Moritz Heckmann
10.1109/tvcg.2022.3156760,Christian Alexander Steinparz
10.1109/tvcg.2022.3156760,Marc Streit
10.1109/tvcg.2022.3153895,Youjia Zhou
10.1109/tvcg.2022.3153895,Archit Rathore
10.1109/tvcg.2022.3153895,Emilie Purvine
10.1109/tvcg.2022.3153895,Bei Wang 0001
10.1109/tvcg.2022.3186146,Ngan Nguyen
10.1109/tvcg.2022.3186146,Ciril Bohak
10.1109/tvcg.2022.3186146,Dominik Engel
10.1109/tvcg.2022.3186146,Peter Mindek
10.1109/tvcg.2022.3186146,Ondrej Strnad
10.1109/tvcg.2022.3186146,Peter Wonka
10.1109/tvcg.2022.3186146,Sai Li
10.1109/tvcg.2022.3186146,Timo Ropinski
10.1109/tvcg.2022.3186146,Ivan Viola
10.1109/tvcg.2021.3122176,Raghavendra Sridharamurthy
10.1109/tvcg.2021.3122176,Vijay Natarajan
10.1109/tvcg.2021.3097709,Xingbo Wang 0001
10.1109/tvcg.2021.3097709,Yao Ming
10.1109/tvcg.2021.3097709,Tongshuang Wu
10.1109/tvcg.2021.3097709,Haipeng Zeng
10.1109/tvcg.2021.3097709,Yong Wang 0021
10.1109/tvcg.2021.3097709,Huamin Qu
10.1109/tvcg.2021.3127132,Saeed Boorboor
10.1109/tvcg.2021.3127132,Shawn Mathew
10.1109/tvcg.2021.3127132,Mala Ananth 0001
10.1109/tvcg.2021.3127132,David Talmage
10.1109/tvcg.2021.3127132,Lorna W. Role
10.1109/tvcg.2021.3127132,Arie E. Kaufman
10.1109/tvcg.2022.3169175,Haipeng Zeng
10.1109/tvcg.2022.3169175,Xingbo Wang 0001
10.1109/tvcg.2022.3169175,Yong Wang 0021
10.1109/tvcg.2022.3169175,Aoyu Wu
10.1109/tvcg.2022.3169175,Ting-Chuen Pong
10.1109/tvcg.2022.3169175,Huamin Qu
10.1109/tvcg.2021.3137174,Chaoqing Xu
10.1109/tvcg.2021.3137174,Tyson Neuroth
10.1109/tvcg.2021.3137174,Takanori Fujiwara
10.1109/tvcg.2021.3137174,Ronghua Liang
10.1109/tvcg.2021.3137174,Kwan-Liu Ma
10.1109/tvcg.2022.3210763,Eric Newburger
10.1109/tvcg.2022.3210763,Michael Correll
10.1109/tvcg.2022.3210763,Niklas Elmqvist
10.1109/tvcg.2021.3104879,Marco Angelini
10.1109/tvcg.2021.3104879,Graziano Blasilli
10.1109/tvcg.2021.3104879,Simone Lenti
10.1109/tvcg.2021.3104879,Alessia Palleschi
10.1109/tvcg.2021.3104879,Giuseppe Santucci
10.1109/tvcg.2022.3144975,Kai Xiong
10.1109/tvcg.2022.3144975,Siwei Fu
10.1109/tvcg.2022.3144975,Guoming Ding
10.1109/tvcg.2022.3144975,Zhongsu Luo
10.1109/tvcg.2022.3144975,Rong Yu
10.1109/tvcg.2022.3144975,Wei Chen 0001
10.1109/tvcg.2022.3144975,Hujun Bao
10.1109/tvcg.2022.3144975,Yingcai Wu
10.1109/tvcg.2022.3163349,Lin Yan 0003
10.1109/tvcg.2022.3163349,Talha Bin Masood
10.1109/tvcg.2022.3163349,Farhan Rasheed
10.1109/tvcg.2022.3163349,Ingrid Hotz
10.1109/tvcg.2022.3163349,Bei Wang 0001
10.1109/tvcg.2021.3133592,Ruwayda Alharbi
10.1109/tvcg.2021.3133592,Ondrej Strnad
10.1109/tvcg.2021.3133592,Laura Rosalia Luidolt
10.1109/tvcg.2021.3133592,Manuela Waldner
10.1109/tvcg.2021.3133592,David Kouril
10.1109/tvcg.2021.3133592,Ciril Bohak
10.1109/tvcg.2021.3133592,Tobias Klein
10.1109/tvcg.2021.3133592,Eduard Gröller
10.1109/tvcg.2021.3133592,Ivan Viola
10.1109/tvcg.2022.3219232,Jun Yuan
10.1109/tvcg.2022.3219232,Brian Barr
10.1109/tvcg.2022.3219232,Kyle Overton
10.1109/tvcg.2022.3219232,Enrico Bertini
10.1109/tvcg.2021.3110663,Federico Iuricich
10.1109/tvcg.2022.3146329,Minjeong Shin
10.1109/tvcg.2022.3146329,Joohee Kim
10.1109/tvcg.2022.3146329,Yunha Han
10.1109/tvcg.2022.3146329,Lexing Xie
10.1109/tvcg.2022.3146329,Mitchell Whitelaw
10.1109/tvcg.2022.3146329,Bum Chul Kwon
10.1109/tvcg.2022.3146329,Sungahn Ko
10.1109/tvcg.2022.3146329,Niklas Elmqvist
10.1109/tvcg.2022.3189883,Ghulam Jilani Quadri
10.1109/tvcg.2022.3189883,Jennifer Adorno Nieves
10.1109/tvcg.2022.3189883,Brenton M. Wiernik
10.1109/tvcg.2022.3189883,Paul Rosen 0001
10.1109/tvcg.2022.3223399,Zelin Zang
10.1109/tvcg.2022.3223399,Shenghui Cheng
10.1109/tvcg.2022.3223399,Hanchen Xia
10.1109/tvcg.2022.3223399,Liangyu Li
10.1109/tvcg.2022.3223399,Yaoting Sun
10.1109/tvcg.2022.3223399,Yongjie Xu
10.1109/tvcg.2022.3223399,Lei Shang
10.1109/tvcg.2022.3223399,Baigui Sun
10.1109/tvcg.2022.3223399,Stan Z. Li
10.1109/tvcg.2022.3158236,Ali Sarvghad
10.1109/tvcg.2022.3158236,Rolando Franqui-Nadal
10.1109/tvcg.2022.3158236,Rebecca Reznik-Zellen
10.1109/tvcg.2022.3158236,Ria Chawla
10.1109/tvcg.2022.3158236,Narges Mahyar
10.1109/tvcg.2022.3214420,Skylar W. Wurster
10.1109/tvcg.2022.3214420,Hanqi Guo 0001
10.1109/tvcg.2022.3214420,Han-Wei Shen
10.1109/tvcg.2022.3214420,Tom Peterka
10.1109/tvcg.2022.3214420,Jiayi Xu 0001
10.1109/tvcg.2022.3148197,Zipeng Liu
10.1109/tvcg.2022.3148197,Yang Wang
10.1109/tvcg.2022.3148197,Jürgen Bernard
10.1109/tvcg.2022.3148197,Tamara Munzner
10.1109/tvcg.2022.3148745,Jiayi Xu 0001
10.1109/tvcg.2022.3148745,Hanqi Guo 0001
10.1109/tvcg.2022.3148745,Han-Wei Shen
10.1109/tvcg.2022.3148745,Mukund Raj
10.1109/tvcg.2022.3148745,Skylar W. Wurster
10.1109/tvcg.2022.3148745,Tom Peterka
10.1109/tvcg.2022.3163727,Zhichun Guo
10.1109/tvcg.2022.3163727,Jun Tao 0002
10.1109/tvcg.2022.3163727,Siming Chen 0001
10.1109/tvcg.2022.3163727,Nitesh V. Chawla
10.1109/tvcg.2022.3163727,Chaoli Wang 0001
10.1109/tvcg.2022.3153871,Ping Hu
10.1109/tvcg.2022.3153871,Saeed Boorboor
10.1109/tvcg.2022.3153871,Joseph Marino
10.1109/tvcg.2022.3153871,Arie E. Kaufman
10.1109/tvcg.2022.3213565,Dazhen Deng
10.1109/tvcg.2022.3213565,Weiwei Cui
10.1109/tvcg.2022.3213565,Xiyu Meng
10.1109/tvcg.2022.3213565,Mengye Xu
10.1109/tvcg.2022.3213565,Yu Liao
10.1109/tvcg.2022.3213565,Haidong Zhang
10.1109/tvcg.2022.3213565,Yingcai Wu
10.1109/tvcg.2022.3175626,Claudio D. G. Linhares
10.1109/tvcg.2022.3175626,Daniel Mario de Lima
10.1109/tvcg.2022.3175626,Jean R. Ponciano
10.1109/tvcg.2022.3175626,Mauro M. Olivatto
10.1109/tvcg.2022.3175626,Marco A. Gutierrez 0001
10.1109/tvcg.2022.3175626,Jorge Poco
10.1109/tvcg.2022.3175626,Caetano Traina
10.1109/tvcg.2022.3175626,Agma J. M. Traina
10.1109/tvcg.2021.3124729,Duong B. Nguyen
10.1109/tvcg.2021.3124729,Panruo Wu
10.1109/tvcg.2021.3124729,Rodolfo Ostilla Monico
10.1109/tvcg.2021.3124729,Guoning Chen
10.1109/tvcg.2022.3207147,Anqi Cao
10.1109/tvcg.2022.3207147,Ji Lan
10.1109/tvcg.2022.3207147,Xiao Xie
10.1109/tvcg.2022.3207147,Hongyu Chen
10.1109/tvcg.2022.3207147,Xiaolong Zhang
10.1109/tvcg.2022.3207147,Hui Zhang 0051
10.1109/tvcg.2022.3207147,Yingcai Wu
10.1109/tvcg.2021.3093585,Shunan Guo
10.1109/tvcg.2021.3093585,Zhuochen Jin
10.1109/tvcg.2021.3093585,Qing Chen 0001
10.1109/tvcg.2021.3093585,David Gotz
10.1109/tvcg.2021.3093585,Hongyuan Zha
10.1109/tvcg.2021.3093585,Nan Cao 0001
10.1109/tvcg.2021.3134083,Monique Meuschke
10.1109/tvcg.2021.3134083,Uli Niemann
10.1109/tvcg.2021.3134083,Benjamin Behrendt
10.1109/tvcg.2021.3134083,Matthias Gutberlet
10.1109/tvcg.2021.3134083,Bernhard Preim
10.1109/tvcg.2021.3134083,Kai Lawonn
10.1109/tvcg.2022.3152450,Lucas E. Resck
10.1109/tvcg.2022.3152450,Jean R. Ponciano
10.1109/tvcg.2022.3152450,Luis Gustavo Nonato
10.1109/tvcg.2022.3152450,Jorge Poco
10.1109/tvcg.2022.3215001,Mathieu Pont
10.1109/tvcg.2022.3215001,Jules Vidal
10.1109/tvcg.2022.3215001,Julien Tierny
10.1109/tvcg.2022.3190623,Alessio Arleo
10.1109/tvcg.2022.3190623,Walter Didimo
10.1109/tvcg.2022.3190623,Giuseppe Liotta
10.1109/tvcg.2022.3190623,Silvia Miksch
10.1109/tvcg.2022.3190623,Fabrizio Montecchiani
10.1109/tvcg.2023.3238008,Pierre Guillou
10.1109/tvcg.2023.3238008,Jules Vidal
10.1109/tvcg.2023.3238008,Julien Tierny
10.1109/tvcg.2022.3184247,Alexis Delaforge
10.1109/tvcg.2022.3184247,Jérôme Azé
10.1109/tvcg.2022.3184247,Sandra Bringay
10.1109/tvcg.2022.3184247,Caroline Mollevi
10.1109/tvcg.2022.3184247,Arnaud Sallaberry
10.1109/tvcg.2022.3184247,Maximilien Servajean
10.1109/tvcg.2022.3153514,Sicheng Song
10.1109/tvcg.2022.3153514,Chenhui Li
10.1109/tvcg.2022.3153514,Yujing Sun
10.1109/tvcg.2022.3153514,Changbo Wang
10.1109/tvcg.2022.3159114,Haoyu Li
10.1109/tvcg.2022.3159114,Han-Wei Shen
10.1109/tvcg.2022.3205769,Eric Mörth
10.1109/tvcg.2022.3205769,Stefan Bruckner
10.1109/tvcg.2022.3205769,Noeska N. Smit
10.1109/tvcg.2022.3152515,Eugene Wu 0002
10.1109/tvcg.2023.3261981,Robin G. C. Maack
10.1109/tvcg.2023.3261981,Jonas Lukasczyk
10.1109/tvcg.2023.3261981,Julien Tierny
10.1109/tvcg.2023.3261981,Hans Hagen
10.1109/tvcg.2023.3261981,Ross Maciejewski
10.1109/tvcg.2023.3261981,Christoph Garth
10.1109/tvcg.2022.3207929,Jun Wang
10.1109/tvcg.2022.3207929,Klaus Mueller 0001
10.1109/tvcg.2021.3102966,Maoyuan Sun
10.1109/tvcg.2021.3102966,Akhil Namburi
10.1109/tvcg.2021.3102966,David Koop
10.1109/tvcg.2021.3102966,Jian Zhao 0010
10.1109/tvcg.2021.3102966,Tianyi Li 0008
10.1109/tvcg.2021.3102966,Haeyong Chung
10.1109/tvcg.2022.3159630,David Abramov
10.1109/tvcg.2022.3159630,Joseph N. Burchett
10.1109/tvcg.2022.3159630,Oskar Elek
10.1109/tvcg.2022.3159630,Cameron Hummels
10.1109/tvcg.2022.3159630,J. Xavier Prochaska
10.1109/tvcg.2022.3159630,Angus G. Forbes
10.1109/tvcg.2022.3226463,Russell Davis
10.1109/tvcg.2022.3226463,Xiaoying Pu
10.1109/tvcg.2022.3226463,Yiren Ding
10.1109/tvcg.2022.3226463,Brian D. Hall
10.1109/tvcg.2022.3226463,Karen Bonilla
10.1109/tvcg.2022.3226463,Mi Feng
10.1109/tvcg.2022.3226463,Matthew Kay 0001
10.1109/tvcg.2022.3226463,Lane Harrison
10.1109/tvcg.2022.3225114,Yamei Tu
10.1109/tvcg.2022.3225114,Rui Qiu
10.1109/tvcg.2022.3225114,Yu-Shuen Wang
10.1109/tvcg.2022.3225114,Po-Yin Yen
10.1109/tvcg.2022.3225114,Han-Wei Shen
10.1109/tvcg.2022.3169590,Valentin Bruder
10.1109/tvcg.2022.3169590,Matthew Larsen
10.1109/tvcg.2022.3169590,Thomas Ertl
10.1109/tvcg.2022.3169590,Hank Childs
10.1109/tvcg.2022.3169590,Steffen Frey
10.1109/tvcg.2022.3232591,Henan Zhao
10.1109/tvcg.2022.3232591,Garnett W. Bryant
10.1109/tvcg.2022.3232591,Wesley Griffin
10.1109/tvcg.2022.3232591,Judith E. Terrill
10.1109/tvcg.2022.3232591,Jian Chen 0006
10.1109/tvcg.2022.3198163,Yao Wang
10.1109/tvcg.2022.3198163,Chuhan Jiao
10.1109/tvcg.2022.3198163,Mihai Bâce
10.1109/tvcg.2022.3198163,Andreas Bulling
10.1109/tvcg.2022.3209631,Biswaksen Patnaik
10.1109/tvcg.2022.3209631,Huaishu Peng
10.1109/tvcg.2022.3209631,Niklas Elmqvist
10.1109/tvcg.2022.3219248,Vidya Prasad
10.1109/tvcg.2022.3219248,Ruud J. G. van Sloun
10.1109/tvcg.2022.3219248,Stef van den Elzen
10.1109/tvcg.2022.3219248,Anna Vilanova
10.1109/tvcg.2022.3219248,Nicola Pezzotti
10.1109/tvcg.2022.3219762,Rui Qiu
10.1109/tvcg.2022.3219762,Yamei Tu
10.1109/tvcg.2022.3219762,Yu-Shuen Wang
10.1109/tvcg.2022.3219762,Po-Yin Yen
10.1109/tvcg.2022.3219762,Han-Wei Shen
10.1109/tvcg.2023.3274572,Kathryn Gray
10.1109/tvcg.2023.3274572,Mingwei Li
10.1109/tvcg.2023.3274572,Abu Reyan Ahmed
10.1109/tvcg.2023.3274572,Md. Khaledur Rahman
10.1109/tvcg.2023.3274572,Ariful Azad
10.1109/tvcg.2023.3274572,Stephen G. Kobourov
10.1109/tvcg.2023.3274572,Katy Börner
10.1109/tvcg.2021.3135697,Conny Walchshofer
10.1109/tvcg.2021.3135697,Andreas P. Hinterreiter
10.1109/tvcg.2021.3135697,Kai Xu 0003
10.1109/tvcg.2021.3135697,Holger Stitz
10.1109/tvcg.2021.3135697,Marc Streit
10.1109/tvcg.2022.3214771,Khairi Reda
10.1109/tvcg.2021.3121229,Guoxi Liu
10.1109/tvcg.2021.3121229,Federico Iuricich
10.1109/tvcg.2021.3121229,Riccardo Fellegara
10.1109/tvcg.2021.3121229,Leila De Floriani
10.1109/tvcg.2021.3131824,DongHwa Shin
10.1109/tvcg.2021.3131824,Jaemin Jo
10.1109/tvcg.2021.3131824,Bohyoung Kim
10.1109/tvcg.2021.3131824,Hyunjoo Song
10.1109/tvcg.2021.3131824,Shin-Hyung Cho
10.1109/tvcg.2021.3131824,Jinwook Seo
10.1109/tvcg.2022.3166071,Juliane Müller-Sielaff
10.1109/tvcg.2022.3166071,Seyed Behnam Beladi
10.1109/tvcg.2022.3166071,Stephanie W. Vrede
10.1109/tvcg.2022.3166071,Monique Meuschke
10.1109/tvcg.2022.3166071,Peter J. F. Lucas
10.1109/tvcg.2022.3166071,Johanna M. A. Pijnenborg
10.1109/tvcg.2022.3166071,Steffen Oeltze-Jafra
10.1109/tvcg.2021.3098123,Lei Shi 0002
10.1109/tvcg.2021.3098123,Junnan Hu
10.1109/tvcg.2021.3098123,Zhihao Tan
10.1109/tvcg.2021.3098123,Jun Tao 0002
10.1109/tvcg.2021.3098123,Jiayan Ding
10.1109/tvcg.2021.3098123,Yan Jin 0001
10.1109/tvcg.2021.3098123,Yanjun Wu
10.1109/tvcg.2021.3098123,Paul M. Thompson
10.1109/tvcg.2022.3209328,Chiara Hergl
10.1109/tvcg.2022.3209328,Carina Witt
10.1109/tvcg.2022.3209328,Baldwin Nsonga
10.1109/tvcg.2022.3209328,Andreas Menzel
10.1109/tvcg.2022.3209328,Gerik Scheuermann
10.1109/tvcg.2022.3173081,Daniel Cornel
10.1109/tvcg.2022.3173081,Silvana Zechmeister
10.1109/tvcg.2022.3173081,Eduard Gröller
10.1109/tvcg.2022.3173081,Jürgen Waser
10.1109/tvcg.2022.3158869,Chiara Hergl
10.1109/tvcg.2022.3158869,Thomas Nagel
10.1109/tvcg.2022.3158869,Gerik Scheuermann
10.1109/tvcg.2022.3192364,Fumeng Yang
10.1109/tvcg.2022.3192364,James Tompkin 0001
10.1109/tvcg.2022.3192364,Lane Harrison
10.1109/tvcg.2022.3192364,David H. Laidlaw
10.1109/tvcg.2022.3141605,Tobias Isenberg 0001
10.1109/tvcg.2022.3141605,Zujany Salazar
10.1109/tvcg.2022.3141605,Rafael Blanco
10.1109/tvcg.2022.3141605,Catherine Plaisant
10.1109/tvcg.2022.3187425,Mingliang Xue
10.1109/tvcg.2022.3187425,Yunhai Wang
10.1109/tvcg.2022.3187425,Chang Han
10.1109/tvcg.2022.3187425,Jian Zhang 0070
10.1109/tvcg.2022.3187425,Zheng Wang
10.1109/tvcg.2022.3187425,Kaiyi Zhang 0003
10.1109/tvcg.2022.3187425,Christophe Hurter
10.1109/tvcg.2022.3187425,Jian Zhao 0010
10.1109/tvcg.2022.3187425,Oliver Deussen
10.1109/tvcg.2023.3250166,Giovani Valdrighi
10.1109/tvcg.2023.3250166,Nivan Ferreira
10.1109/tvcg.2023.3250166,Jorge Poco
10.1109/tvcg.2021.3120372,Ronell Sicat
10.1109/tvcg.2021.3120372,Mohamed Ibrahim
10.1109/tvcg.2021.3120372,Amani Ageeli
10.1109/tvcg.2021.3120372,Florian Mannuss
10.1109/tvcg.2021.3120372,Peter Rautek
10.1109/tvcg.2021.3120372,Markus Hadwiger
10.1109/tvcg.2022.3170531,Xinyu Zhang
10.1109/tvcg.2022.3170531,Shenghui Cheng
10.1109/tvcg.2022.3170531,Klaus Mueller 0001
